LAT,LON,precip_da_cat
86.25,58.75,0.0
86.25,61.25,0.0
86.25,63.75,0.0
86.25,66.25,0.0
86.25,68.75,0.0
86.25,71.25,0.0
86.25,73.75,0.0
86.25,76.25,0.0
86.25,78.75,0.0
86.25,81.25,0.0
86.25,83.75,0.0
86.25,86.25,0.0
86.25,88.75,0.0
86.25,91.25,0.0
86.25,93.75,0.0
86.25,96.25,0.0
86.25,98.75,0.0
86.25,101.25,0.0
86.25,103.75,0.0
86.25,106.25,0.0
86.25,108.75,0.0
86.25,111.25,0.0
86.25,113.75,0.0
86.25,116.25,0.0
86.25,118.75,0.0
86.25,121.25,0.0
86.25,123.75,0.0
86.25,126.25,0.0
86.25,128.75,0.0
86.25,131.25,0.0
86.25,133.75,0.0
86.25,136.25,0.0
86.25,138.75,0.0
86.25,141.25,0.0
86.25,143.75,0.0
86.25,146.25,0.0
86.25,148.75,0.0
86.25,151.25,0.0
86.25,153.75,0.0
86.25,156.25,0.0
86.25,158.75,0.0
86.25,161.25,0.0
86.25,163.75,0.0
86.25,166.25,0.0
86.25,168.75,0.0
86.25,171.25,0.0
86.25,173.75,0.0
86.25,176.25,0.0
86.25,178.75,0.0
83.75,-178.75,0.0
83.75,-176.25,0.0
83.75,-173.75,0.0
83.75,-171.25,0.0
83.75,-168.75,0.0
83.75,-166.25,0.0
83.75,-163.75,0.0
83.75,-161.25,0.0
83.75,-158.75,0.0
83.75,-156.25,0.0
83.75,-153.75,0.0
83.75,-151.25,0.0
83.75,-148.75,0.0
83.75,-146.25,0.0
83.75,-143.75,0.0
83.75,-141.25,0.0
83.75,-138.75,0.0
83.75,-136.25,0.0
83.75,-133.75,0.0
83.75,-131.25,0.0
83.75,-128.75,0.0
83.75,-126.25,0.0
83.75,-123.75,0.0
83.75,-121.25,0.0
83.75,-118.75,0.0
83.75,-116.25,0.0
83.75,-113.75,0.0
83.75,-111.25,0.0
83.75,-108.75,0.0
83.75,-106.25,0.0
83.75,-103.75,0.0
83.75,-101.25,0.0
83.75,-98.75,0.0
83.75,-96.25,0.0
83.75,-93.75,0.0
83.75,-91.25,0.0
83.75,-88.75,0.0
83.75,-86.25,0.0
83.75,-83.75,0.0
83.75,-81.25,0.0
83.75,-78.75,0.0
83.75,-76.25,0.0
83.75,-73.75,0.0
83.75,-71.25,0.0
83.75,-68.75,0.0
83.75,-66.25,0.0
83.75,-63.75,0.0
83.75,-61.25,0.0
83.75,-58.75,0.0
83.75,-56.25,0.0
83.75,-53.75,0.0
83.75,-51.25,0.0
83.75,-48.75,0.0
83.75,-46.25,0.0
83.75,-43.75,0.0
83.75,-41.25,0.0
83.75,-38.75,0.0
83.75,-36.25,0.0
83.75,-33.75,0.0
83.75,-31.25,0.0
83.75,-28.75,0.0
83.75,-26.25,0.0
83.75,-23.75,0.0
83.75,-21.25,0.0
83.75,-18.75,0.0
83.75,-16.25,0.0
83.75,-13.75,0.0
83.75,-11.25,0.0
83.75,-8.75,0.0
83.75,-6.25,0.0
83.75,-3.75,0.0
83.75,-1.25,0.0
83.75,1.25,0.0
83.75,3.75,0.0
83.75,6.25,0.0
83.75,8.75,0.0
83.75,11.25,0.0
83.75,13.75,0.0
83.75,16.25,0.0
83.75,18.75,0.0
83.75,21.25,0.0
83.75,23.75,0.0
83.75,26.25,0.0
83.75,28.75,0.0
83.75,31.25,0.0
83.75,33.75,0.0
83.75,36.25,0.0
83.75,38.75,0.0
83.75,41.25,0.0
83.75,43.75,0.0
83.75,46.25,0.0
83.75,48.75,0.0
83.75,51.25,0.0
83.75,53.75,0.0
83.75,56.25,0.0
83.75,58.75,0.0
83.75,61.25,0.0
83.75,63.75,0.0
83.75,66.25,0.0
83.75,68.75,0.0
83.75,71.25,0.0
83.75,73.75,0.0
83.75,76.25,0.0
83.75,78.75,0.0
83.75,81.25,0.0
83.75,83.75,0.0
83.75,86.25,0.0
83.75,88.75,0.0
83.75,91.25,0.0
83.75,93.75,0.0
83.75,96.25,0.0
83.75,98.75,0.0
83.75,101.25,0.0
83.75,103.75,0.0
83.75,106.25,0.0
83.75,108.75,0.0
83.75,111.25,0.0
83.75,113.75,0.0
83.75,116.25,0.0
83.75,118.75,0.0
83.75,121.25,0.0
83.75,123.75,0.0
83.75,126.25,0.0
83.75,128.75,0.0
83.75,131.25,0.0
83.75,133.75,0.0
83.75,136.25,0.0
83.75,138.75,0.0
83.75,141.25,0.0
83.75,143.75,0.0
83.75,146.25,0.0
83.75,148.75,0.0
83.75,151.25,0.0
83.75,153.75,0.0
83.75,156.25,0.0
83.75,158.75,0.0
83.75,161.25,0.0
83.75,163.75,0.0
83.75,166.25,0.0
83.75,168.75,0.0
83.75,171.25,0.0
83.75,173.75,0.0
83.75,176.25,0.0
83.75,178.75,0.0
81.25,-178.75,0.0
81.25,-176.25,0.0
81.25,-173.75,0.0
81.25,-171.25,0.0
81.25,-168.75,0.0
81.25,-166.25,0.0
81.25,-163.75,0.0
81.25,-161.25,0.0
81.25,-158.75,0.0
81.25,-156.25,0.0
81.25,-153.75,0.0
81.25,-151.25,0.0
81.25,-148.75,0.0
81.25,-146.25,0.0
81.25,-143.75,0.0
81.25,-141.25,0.0
81.25,-138.75,0.0
81.25,-136.25,0.0
81.25,-133.75,0.0
81.25,-131.25,0.0
81.25,-128.75,0.0
81.25,-126.25,0.0
81.25,-123.75,0.0
81.25,-121.25,0.0
81.25,-118.75,0.0
81.25,-116.25,0.0
81.25,-113.75,0.0
81.25,-111.25,0.0
81.25,-108.75,0.0
81.25,-106.25,0.0
81.25,-103.75,0.0
81.25,-101.25,0.0
81.25,-98.75,0.0
81.25,-96.25,0.0
81.25,-93.75,0.0
81.25,-91.25,0.0
81.25,-88.75,0.0
81.25,-86.25,0.0
81.25,-83.75,0.0
81.25,-81.25,0.0
81.25,-78.75,0.0
81.25,-76.25,0.0
81.25,-73.75,0.0
81.25,-71.25,0.0
81.25,-68.75,0.0
81.25,-66.25,0.0
81.25,-63.75,0.0
81.25,-61.25,0.0
81.25,-58.75,0.0
81.25,-56.25,0.0
81.25,-53.75,0.0
81.25,-51.25,0.0
81.25,-48.75,0.0
81.25,-46.25,0.0
81.25,-43.75,0.0
81.25,-41.25,0.0
81.25,-38.75,0.0
81.25,-36.25,0.0
81.25,-33.75,0.0
81.25,-31.25,0.0
81.25,-28.75,0.0
81.25,-26.25,0.0
81.25,-23.75,0.0
81.25,-21.25,0.0
81.25,-18.75,0.0
81.25,-16.25,3.0
81.25,-13.75,0.0
81.25,-11.25,0.0
81.25,-8.75,0.0
81.25,-6.25,0.0
81.25,-3.75,0.0
81.25,-1.25,0.0
81.25,1.25,0.0
81.25,3.75,0.0
81.25,6.25,0.0
81.25,8.75,0.0
81.25,11.25,0.0
81.25,13.75,0.0
81.25,16.25,0.0
81.25,18.75,0.0
81.25,21.25,0.0
81.25,23.75,0.0
81.25,26.25,0.0
81.25,28.75,0.0
81.25,31.25,0.0
81.25,33.75,0.0
81.25,36.25,0.0
81.25,38.75,0.0
81.25,41.25,0.0
81.25,43.75,0.0
81.25,46.25,0.0
81.25,48.75,0.0
81.25,51.25,0.0
81.25,53.75,0.0
81.25,56.25,0.0
81.25,58.75,0.0
81.25,61.25,0.0
81.25,63.75,0.0
81.25,66.25,0.0
81.25,68.75,0.0
81.25,71.25,0.0
81.25,73.75,0.0
81.25,76.25,0.0
81.25,78.75,0.0
81.25,81.25,0.0
81.25,83.75,0.0
81.25,86.25,0.0
81.25,88.75,0.0
81.25,91.25,0.0
81.25,93.75,0.0
81.25,96.25,0.0
81.25,98.75,0.0
81.25,101.25,0.0
81.25,103.75,0.0
81.25,106.25,0.0
81.25,108.75,0.0
81.25,111.25,0.0
81.25,113.75,0.0
81.25,116.25,0.0
81.25,118.75,0.0
81.25,121.25,0.0
81.25,123.75,0.0
81.25,126.25,0.0
81.25,128.75,0.0
81.25,131.25,0.0
81.25,133.75,0.0
81.25,136.25,0.0
81.25,138.75,0.0
81.25,141.25,0.0
81.25,143.75,0.0
81.25,146.25,0.0
81.25,148.75,0.0
81.25,151.25,0.0
81.25,153.75,0.0
81.25,156.25,0.0
81.25,158.75,0.0
81.25,161.25,0.0
81.25,163.75,0.0
81.25,166.25,0.0
81.25,168.75,0.0
81.25,171.25,0.0
81.25,173.75,0.0
81.25,176.25,0.0
81.25,178.75,0.0
78.75,-178.75,0.0
78.75,-176.25,0.0
78.75,-173.75,0.0
78.75,-171.25,0.0
78.75,-168.75,0.0
78.75,-166.25,0.0
78.75,-163.75,0.0
78.75,-161.25,0.0
78.75,-158.75,0.0
78.75,-156.25,0.0
78.75,-153.75,0.0
78.75,-151.25,0.0
78.75,-148.75,0.0
78.75,-146.25,0.0
78.75,-143.75,0.0
78.75,-141.25,0.0
78.75,-138.75,0.0
78.75,-136.25,0.0
78.75,-133.75,0.0
78.75,-131.25,0.0
78.75,-128.75,0.0
78.75,-126.25,0.0
78.75,-123.75,0.0
78.75,-121.25,0.0
78.75,-118.75,0.0
78.75,-116.25,0.0
78.75,-113.75,0.0
78.75,-111.25,0.0
78.75,-108.75,0.0
78.75,-106.25,0.0
78.75,-103.75,0.0
78.75,-101.25,0.0
78.75,-98.75,0.0
78.75,-96.25,0.0
78.75,-93.75,0.0
78.75,-91.25,0.0
78.75,-88.75,0.0
78.75,-86.25,1.0
78.75,-83.75,0.0
78.75,-81.25,0.0
78.75,-78.75,0.0
78.75,-76.25,0.0
78.75,-73.75,0.0
78.75,-71.25,0.0
78.75,-68.75,0.0
78.75,-66.25,0.0
78.75,-63.75,0.0
78.75,-61.25,0.0
78.75,-58.75,0.0
78.75,-56.25,0.0
78.75,-53.75,0.0
78.75,-51.25,0.0
78.75,-48.75,0.0
78.75,-46.25,0.0
78.75,-43.75,0.0
78.75,-41.25,0.0
78.75,-38.75,0.0
78.75,-36.25,0.0
78.75,-33.75,0.0
78.75,-31.25,0.0
78.75,-28.75,0.0
78.75,-26.25,0.0
78.75,-23.75,0.0
78.75,-21.25,0.0
78.75,-18.75,0.0
78.75,-16.25,0.0
78.75,-13.75,0.0
78.75,-11.25,0.0
78.75,-8.75,0.0
78.75,-6.25,0.0
78.75,-3.75,0.0
78.75,-1.25,0.0
78.75,1.25,0.0
78.75,3.75,0.0
78.75,6.25,0.0
78.75,8.75,0.0
78.75,11.25,0.0
78.75,13.75,2.0
78.75,16.25,0.0
78.75,18.75,0.0
78.75,21.25,0.0
78.75,23.75,0.0
78.75,26.25,0.0
78.75,28.75,0.0
78.75,31.25,0.0
78.75,33.75,0.0
78.75,36.25,0.0
78.75,38.75,0.0
78.75,41.25,0.0
78.75,43.75,0.0
78.75,46.25,0.0
78.75,48.75,0.0
78.75,51.25,0.0
78.75,53.75,0.0
78.75,56.25,0.0
78.75,58.75,0.0
78.75,61.25,0.0
78.75,63.75,0.0
78.75,66.25,0.0
78.75,68.75,0.0
78.75,71.25,0.0
78.75,73.75,0.0
78.75,76.25,0.0
78.75,78.75,0.0
78.75,81.25,0.0
78.75,83.75,0.0
78.75,86.25,0.0
78.75,88.75,0.0
78.75,91.25,0.0
78.75,93.75,0.0
78.75,96.25,0.0
78.75,98.75,0.0
78.75,101.25,0.0
78.75,103.75,0.0
78.75,106.25,0.0
78.75,108.75,0.0
78.75,111.25,0.0
78.75,113.75,0.0
78.75,116.25,0.0
78.75,118.75,0.0
78.75,121.25,0.0
78.75,123.75,0.0
78.75,126.25,0.0
78.75,128.75,0.0
78.75,131.25,0.0
78.75,133.75,0.0
78.75,136.25,0.0
78.75,138.75,0.0
78.75,141.25,0.0
78.75,143.75,0.0
78.75,146.25,0.0
78.75,148.75,0.0
78.75,151.25,0.0
78.75,153.75,0.0
78.75,156.25,0.0
78.75,158.75,0.0
78.75,161.25,0.0
78.75,163.75,0.0
78.75,166.25,0.0
78.75,168.75,0.0
78.75,171.25,0.0
78.75,173.75,0.0
78.75,176.25,0.0
78.75,178.75,0.0
76.25,-178.75,0.0
76.25,-176.25,0.0
76.25,-173.75,0.0
76.25,-171.25,0.0
76.25,-168.75,0.0
76.25,-166.25,0.0
76.25,-163.75,0.0
76.25,-161.25,0.0
76.25,-158.75,0.0
76.25,-156.25,0.0
76.25,-153.75,0.0
76.25,-151.25,0.0
76.25,-148.75,0.0
76.25,-146.25,0.0
76.25,-143.75,0.0
76.25,-141.25,0.0
76.25,-138.75,0.0
76.25,-136.25,0.0
76.25,-133.75,0.0
76.25,-131.25,0.0
76.25,-128.75,0.0
76.25,-126.25,0.0
76.25,-123.75,0.0
76.25,-121.25,0.0
76.25,-118.75,0.0
76.25,-116.25,0.0
76.25,-113.75,0.0
76.25,-111.25,0.0
76.25,-108.75,0.0
76.25,-106.25,0.0
76.25,-103.75,0.0
76.25,-101.25,0.0
76.25,-98.75,0.0
76.25,-96.25,0.0
76.25,-93.75,0.0
76.25,-91.25,0.0
76.25,-88.75,0.0
76.25,-86.25,0.0
76.25,-83.75,0.0
76.25,-81.25,0.0
76.25,-78.75,0.0
76.25,-76.25,0.0
76.25,-73.75,0.0
76.25,-71.25,0.0
76.25,-68.75,0.0
76.25,-66.25,0.0
76.25,-63.75,0.0
76.25,-61.25,0.0
76.25,-58.75,0.0
76.25,-56.25,0.0
76.25,-53.75,0.0
76.25,-51.25,0.0
76.25,-48.75,0.0
76.25,-46.25,0.0
76.25,-43.75,0.0
76.25,-41.25,0.0
76.25,-38.75,0.0
76.25,-36.25,0.0
76.25,-33.75,0.0
76.25,-31.25,0.0
76.25,-28.75,0.0
76.25,-26.25,0.0
76.25,-23.75,0.0
76.25,-21.25,0.0
76.25,-18.75,3.0
76.25,-16.25,0.0
76.25,-13.75,0.0
76.25,-11.25,0.0
76.25,-8.75,0.0
76.25,-6.25,0.0
76.25,-3.75,0.0
76.25,-1.25,0.0
76.25,1.25,0.0
76.25,3.75,0.0
76.25,6.25,0.0
76.25,8.75,0.0
76.25,11.25,0.0
76.25,13.75,0.0
76.25,16.25,0.0
76.25,18.75,0.0
76.25,21.25,0.0
76.25,23.75,0.0
76.25,26.25,0.0
76.25,28.75,0.0
76.25,31.25,0.0
76.25,33.75,0.0
76.25,36.25,0.0
76.25,38.75,0.0
76.25,41.25,0.0
76.25,43.75,0.0
76.25,46.25,0.0
76.25,48.75,0.0
76.25,51.25,0.0
76.25,53.75,0.0
76.25,56.25,0.0
76.25,58.75,0.0
76.25,61.25,0.0
76.25,63.75,0.0
76.25,66.25,0.0
76.25,68.75,0.0
76.25,71.25,0.0
76.25,73.75,0.0
76.25,76.25,0.0
76.25,78.75,0.0
76.25,81.25,0.0
76.25,83.75,0.0
76.25,86.25,0.0
76.25,88.75,0.0
76.25,91.25,0.0
76.25,93.75,0.0
76.25,96.25,0.0
76.25,98.75,0.0
76.25,101.25,0.0
76.25,103.75,0.0
76.25,106.25,0.0
76.25,108.75,0.0
76.25,111.25,0.0
76.25,113.75,0.0
76.25,116.25,0.0
76.25,118.75,0.0
76.25,121.25,0.0
76.25,123.75,0.0
76.25,126.25,0.0
76.25,128.75,0.0
76.25,131.25,0.0
76.25,133.75,0.0
76.25,136.25,0.0
76.25,138.75,0.0
76.25,141.25,0.0
76.25,143.75,0.0
76.25,146.25,0.0
76.25,148.75,0.0
76.25,151.25,0.0
76.25,153.75,0.0
76.25,156.25,0.0
76.25,158.75,0.0
76.25,161.25,0.0
76.25,163.75,0.0
76.25,166.25,0.0
76.25,168.75,0.0
76.25,171.25,0.0
76.25,173.75,0.0
76.25,176.25,0.0
76.25,178.75,0.0
73.75,-178.75,0.0
73.75,-176.25,0.0
73.75,-173.75,0.0
73.75,-171.25,0.0
73.75,-168.75,0.0
73.75,-166.25,0.0
73.75,-163.75,0.0
73.75,-161.25,0.0
73.75,-158.75,0.0
73.75,-156.25,0.0
73.75,-153.75,0.0
73.75,-151.25,0.0
73.75,-148.75,0.0
73.75,-146.25,0.0
73.75,-143.75,0.0
73.75,-141.25,0.0
73.75,-138.75,0.0
73.75,-136.25,0.0
73.75,-133.75,0.0
73.75,-131.25,0.0
73.75,-128.75,0.0
73.75,-126.25,0.0
73.75,-123.75,0.0
73.75,-121.25,0.0
73.75,-118.75,0.0
73.75,-116.25,0.0
73.75,-113.75,0.0
73.75,-111.25,0.0
73.75,-108.75,0.0
73.75,-106.25,0.0
73.75,-103.75,0.0
73.75,-101.25,0.0
73.75,-98.75,0.0
73.75,-96.25,0.0
73.75,-93.75,3.0
73.75,-91.25,0.0
73.75,-88.75,0.0
73.75,-86.25,0.0
73.75,-83.75,0.0
73.75,-81.25,0.0
73.75,-78.75,0.0
73.75,-76.25,0.0
73.75,-73.75,0.0
73.75,-71.25,0.0
73.75,-68.75,0.0
73.75,-66.25,0.0
73.75,-63.75,0.0
73.75,-61.25,0.0
73.75,-58.75,0.0
73.75,-56.25,0.0
73.75,-53.75,0.0
73.75,-51.25,0.0
73.75,-48.75,0.0
73.75,-46.25,0.0
73.75,-43.75,0.0
73.75,-41.25,0.0
73.75,-38.75,0.0
73.75,-36.25,0.0
73.75,-33.75,0.0
73.75,-31.25,0.0
73.75,-28.75,0.0
73.75,-26.25,0.0
73.75,-23.75,0.0
73.75,-21.25,0.0
73.75,-18.75,0.0
73.75,-16.25,0.0
73.75,-13.75,0.0
73.75,-11.25,0.0
73.75,-8.75,0.0
73.75,-6.25,0.0
73.75,-3.75,0.0
73.75,-1.25,0.0
73.75,1.25,0.0
73.75,3.75,0.0
73.75,6.25,0.0
73.75,8.75,0.0
73.75,11.25,0.0
73.75,13.75,0.0
73.75,16.25,0.0
73.75,18.75,0.0
73.75,21.25,0.0
73.75,23.75,0.0
73.75,26.25,0.0
73.75,28.75,0.0
73.75,31.25,0.0
73.75,33.75,0.0
73.75,36.25,0.0
73.75,38.75,0.0
73.75,41.25,0.0
73.75,43.75,0.0
73.75,46.25,0.0
73.75,48.75,0.0
73.75,51.25,0.0
73.75,53.75,0.0
73.75,56.25,0.0
73.75,58.75,0.0
73.75,61.25,0.0
73.75,63.75,0.0
73.75,66.25,0.0
73.75,68.75,0.0
73.75,71.25,0.0
73.75,73.75,0.0
73.75,76.25,0.0
73.75,78.75,0.0
73.75,81.25,0.0
73.75,83.75,0.0
73.75,86.25,0.0
73.75,88.75,0.0
73.75,91.25,0.0
73.75,93.75,0.0
73.75,96.25,0.0
73.75,98.75,0.0
73.75,101.25,0.0
73.75,103.75,0.0
73.75,106.25,0.0
73.75,108.75,0.0
73.75,111.25,0.0
73.75,113.75,0.0
73.75,116.25,0.0
73.75,118.75,0.0
73.75,121.25,0.0
73.75,123.75,0.0
73.75,126.25,0.0
73.75,128.75,0.0
73.75,131.25,0.0
73.75,133.75,0.0
73.75,136.25,0.0
73.75,138.75,0.0
73.75,141.25,0.0
73.75,143.75,0.0
73.75,146.25,0.0
73.75,148.75,0.0
73.75,151.25,0.0
73.75,153.75,0.0
73.75,156.25,0.0
73.75,158.75,0.0
73.75,161.25,0.0
73.75,163.75,0.0
73.75,166.25,0.0
73.75,168.75,0.0
73.75,171.25,0.0
73.75,173.75,0.0
73.75,176.25,0.0
73.75,178.75,0.0
71.25,-178.75,4.0
71.25,-176.25,0.0
71.25,-173.75,0.0
71.25,-171.25,0.0
71.25,-168.75,0.0
71.25,-166.25,0.0
71.25,-163.75,0.0
71.25,-161.25,0.0
71.25,-158.75,0.0
71.25,-156.25,0.0
71.25,-153.75,0.0
71.25,-151.25,0.0
71.25,-148.75,0.0
71.25,-146.25,0.0
71.25,-143.75,0.0
71.25,-141.25,0.0
71.25,-138.75,0.0
71.25,-136.25,0.0
71.25,-133.75,0.0
71.25,-131.25,0.0
71.25,-128.75,0.0
71.25,-126.25,0.0
71.25,-123.75,0.0
71.25,-121.25,0.0
71.25,-118.75,0.0
71.25,-116.25,0.0
71.25,-113.75,0.0
71.25,-111.25,0.0
71.25,-108.75,0.0
71.25,-106.25,0.0
71.25,-103.75,0.0
71.25,-101.25,0.0
71.25,-98.75,0.0
71.25,-96.25,0.0
71.25,-93.75,0.0
71.25,-91.25,0.0
71.25,-88.75,0.0
71.25,-86.25,0.0
71.25,-83.75,0.0
71.25,-81.25,0.0
71.25,-78.75,0.0
71.25,-76.25,0.0
71.25,-73.75,0.0
71.25,-71.25,0.0
71.25,-68.75,0.0
71.25,-66.25,0.0
71.25,-63.75,0.0
71.25,-61.25,0.0
71.25,-58.75,0.0
71.25,-56.25,0.0
71.25,-53.75,0.0
71.25,-51.25,0.0
71.25,-48.75,0.0
71.25,-46.25,0.0
71.25,-43.75,0.0
71.25,-41.25,0.0
71.25,-38.75,0.0
71.25,-36.25,0.0
71.25,-33.75,0.0
71.25,-31.25,0.0
71.25,-28.75,0.0
71.25,-26.25,0.0
71.25,-23.75,0.0
71.25,-21.25,0.0
71.25,-18.75,0.0
71.25,-16.25,0.0
71.25,-13.75,0.0
71.25,-11.25,0.0
71.25,-8.75,0.0
71.25,-6.25,0.0
71.25,-3.75,0.0
71.25,-1.25,0.0
71.25,1.25,0.0
71.25,3.75,0.0
71.25,6.25,0.0
71.25,8.75,0.0
71.25,11.25,0.0
71.25,13.75,0.0
71.25,16.25,0.0
71.25,18.75,0.0
71.25,21.25,0.0
71.25,23.75,2.0
71.25,26.25,0.0
71.25,28.75,2.0
71.25,31.25,2.0
71.25,33.75,0.0
71.25,36.25,0.0
71.25,38.75,0.0
71.25,41.25,0.0
71.25,43.75,0.0
71.25,46.25,0.0
71.25,48.75,0.0
71.25,51.25,0.0
71.25,53.75,0.0
71.25,56.25,0.0
71.25,58.75,0.0
71.25,61.25,0.0
71.25,63.75,0.0
71.25,66.25,0.0
71.25,68.75,0.0
71.25,71.25,0.0
71.25,73.75,0.0
71.25,76.25,0.0
71.25,78.75,0.0
71.25,81.25,0.0
71.25,83.75,0.0
71.25,86.25,0.0
71.25,88.75,0.0
